user_id,subscription_date,recipe_section_pageviews,food_section_pageviews,fashion_section_pageviews,beauty_section_pageviews,news_section_pageviews
879670,2012-09-06 11:53:26.000000,3,0,0,0,0
883409,2012-09-06 14:28:20.000000,0,1,0,0,0
878554,2012-09-06 11:34:57.000000,0,1,2,0,3
878006,2012-09-06 11:28:30.000000,1,1,0,0,0
895887,2012-09-10 10:24:32.000000,0,2,0,0,2
902010,2012-09-11 11:02:24.000000,3,0,0,0,0
891452,2012-09-08 09:40:35.000000,1,1,0,0,0
879637,2012-09-06 11:52:44.000000,1,0,1,0,1
886642,2012-09-06 21:02:37.000000,0,3,3,0,0
881942,2012-09-06 13:00:05.000000,0,1,1,0,0
907605,2012-09-13 15:48:40.000000,0,2,1,2,4
939835,2012-09-29 13:13:18.000000,0,2,3,0,6
952488,2012-09-29 14:57:35.000000,4,3,2,0,6
963773,2012-09-29 16:29:16.000000,2,0,0,0,0
868703,2012-09-03 18:31:57.000000,0,1,0,0,0
913667,2012-09-17 07:23:33.000000,0,1,0,0,0
954294,2012-09-29 15:10:09.000000,1,0,0,0,0
885847,2012-09-06 18:59:04.000000,0,3,2,0,4
888809,2012-09-07 09:32:01.000000,0,1,0,0,0
922940,2012-09-27 11:08:41.000000,1,0,0,0,0
946877,2012-09-29 14:12:55.000000,0,1,0,0,0
944844,2012-09-29 13:56:52.000000,1,0,4,0,0
957524,2012-09-29 15:31:26.000000,0,2,0,0,2
883559,2012-09-06 14:39:05.000000,0,2,1,0,0
897224,2012-09-10 11:51:01.000000,0,1,0,0,1
874157,2012-09-05 16:26:18.000000,2,1,0,0,1
877301,2012-09-06 11:14:15.000000,0,1,0,0,2
887509,2012-09-06 23:29:02.000000,1,0,0,0,3
890245,2012-09-07 15:42:14.000000,0,2,2,0,0
883801,2012-09-06 15:00:33.000000,0,3,2,0,1
888691,2012-09-07 09:08:18.000000,12,6,0,0,2
902588,2012-09-11 16:57:35.000000,1,0,0,0,0
903656,2012-09-12 14:37:41.000000,1,6,0,0,0
907730,2012-09-13 16:13:59.000000,1,1,0,0,7
909857,2012-09-14 09:31:39.000000,2,0,0,0,2
880483,2012-09-06 12:11:39.000000,0,1,0,0,0
894072,2012-09-10 09:20:58.000000,2,0,0,0,5
875164,2012-09-05 19:20:42.000000,0,1,0,0,0
866800,2012-09-01 21:36:42.000000,0,2,0,0,0
883052,2012-09-06 14:02:28.000000,1,4,2,0,24
889924,2012-09-07 13:36:38.000000,1,1,1,0,0
879581,2012-09-06 11:51:33.000000,3,0,0,0,1
890759,2012-09-07 20:17:24.000000,1,1,0,0,20
883470,2012-09-06 14:32:05.000000,3,4,1,0,0
906981,2012-09-13 14:10:28.000000,0,1,0,0,0
903281,2012-09-12 10:27:57.000000,0,1,3,0,1
921650,2012-09-25 20:37:19.000000,5,4,2,0,1
920838,2012-09-24 14:42:18.000000,0,1,0,1,1
918209,2012-09-18 20:34:50.000000,0,1,0,0,0
930959,2012-09-29 11:49:25.000000,3,0,1,0,0
952291,2012-09-29 14:55:55.000000,2,0,4,0,0
950749,2012-09-29 14:42:20.000000,1,0,0,0,0
968560,2012-09-29 17:27:56.000000,0,3,0,0,1
960296,2012-09-29 15:53:53.000000,1,1,0,0,0
942726,2012-09-29 13:36:43.000000,1,5,0,0,1
933613,2012-09-29 12:17:13.000000,12,5,0,5,12
932598,2012-09-29 12:09:24.000000,26,38,3,1,9
927689,2012-09-29 11:12:46.000000,2,0,0,0,0
925050,2012-09-28 13:04:26.000000,0,1,8,0,15
955689,2012-09-29 15:19:31.000000,1,2,1,0,0
949265,2012-09-29 14:30:13.000000,0,1,1,0,0
949116,2012-09-29 14:29:11.000000,5,4,2,0,27
969298,2012-09-29 17:39:03.000000,1,0,1,0,0
977552,2012-09-29 20:20:32.000000,0,3,0,0,4
979086,2012-09-29 21:00:37.000000,0,1,0,0,1
963678,2012-09-29 16:28:06.000000,0,1,1,0,0
956429,2012-09-29 15:24:22.000000,0,2,1,0,5
964788,2012-09-29 16:40:07.000000,0,1,2,0,11
935588,2012-09-29 12:33:20.000000,6,1,0,0,0
979786,2012-09-29 21:20:38.000000,0,1,0,0,1
956162,2012-09-29 15:22:33.000000,0,1,2,0,6
978410,2012-09-29 20:43:09.000000,0,2,0,0,1
936037,2012-09-29 12:37:25.000000,0,1,2,0,1
927000,2012-09-29 11:05:40.000000,5,2,1,0,0
932959,2012-09-29 12:12:07.000000,0,2,0,0,1
951671,2012-09-29 14:50:25.000000,3,2,3,0,12
962887,2012-09-29 16:20:01.000000,2,1,0,0,0
961220,2012-09-29 16:03:06.000000,0,3,0,0,0
963091,2012-09-29 16:21:58.000000,2,1,0,0,2
860545,2012-08-27 14:12:01.000000,1,0,0,0,0
885619,2012-09-06 18:25:12.000000,0,1,3,0,0
881846,2012-09-06 12:56:18.000000,0,4,0,0,0
922645,2012-09-26 21:49:49.000000,2,1,0,0,0
924227,2012-09-28 12:12:32.000000,1,0,0,0,0
913619,2012-09-17 07:12:58.000000,0,3,0,0,0
926786,2012-09-29 10:53:54.000000,0,1,0,0,0
981591,2012-09-29 22:16:47.000000,0,1,0,0,0
878035,2012-09-06 11:28:48.000000,1,2,0,0,4
909051,2012-09-13 22:17:29.000000,1,0,0,0,0
896402,2012-09-10 10:53:24.000000,2,0,0,0,1
907791,2012-09-13 16:25:39.000000,0,1,0,0,2
908882,2012-09-13 21:22:56.000000,8,0,0,0,2
891845,2012-09-08 14:54:04.000000,0,2,0,0,0
884158,2012-09-06 15:32:16.000000,0,1,0,0,3
882757,2012-09-06 13:43:20.000000,0,1,3,0,7
882704,2012-09-06 13:40:23.000000,0,2,2,0,5
885726,2012-09-06 18:39:47.000000,1,0,0,0,0
904144,2012-09-13 00:20:32.000000,0,1,0,0,0
876475,2012-09-06 02:10:32.000000,1,0,0,0,0
895470,2012-09-10 10:03:46.000000,4,0,0,0,0
860935,2012-08-27 18:11:52.000000,0,1,0,0,0
871423,2012-09-05 13:42:29.000000,27,8,0,0,3
878805,2012-09-06 11:38:07.000000,2,0,0,0,3
877864,2012-09-06 11:26:51.000000,1,1,0,0,4
884127,2012-09-06 15:29:45.000000,0,1,0,0,7
893316,2012-09-09 22:12:47.000000,4,0,0,0,0
904656,2012-09-13 11:36:33.000000,0,1,0,1,13
912391,2012-09-16 18:42:36.000000,2,1,0,0,1
912028,2012-09-16 11:28:31.000000,11,1,1,0,9
934074,2012-09-29 12:20:42.000000,1,0,0,0,0
972131,2012-09-29 18:25:00.000000,23,0,0,0,0
927577,2012-09-29 11:11:50.000000,1,0,0,0,0
940460,2012-09-29 13:18:04.000000,0,1,1,0,5
949517,2012-09-29 14:32:21.000000,4,5,3,0,5
952170,2012-09-29 14:54:54.000000,1,0,0,0,9
952723,2012-09-29 14:59:47.000000,6,2,3,0,5
971452,2012-09-29 18:12:48.000000,1,0,0,0,9
979910,2012-09-29 21:23:55.000000,1,2,5,0,11
962534,2012-09-29 16:16:17.000000,0,1,0,0,0
956646,2012-09-29 15:25:46.000000,2,0,2,0,0
972957,2012-09-29 18:39:17.000000,0,2,1,0,0
929360,2012-09-29 11:28:55.000000,1,0,0,0,0
932892,2012-09-29 12:11:37.000000,0,1,0,0,1
930910,2012-09-29 11:48:29.000000,1,1,2,2,2
961381,2012-09-29 16:04:46.000000,4,9,5,0,6
1921139,2014-02-25 11:36:35.000000,0,5,0,0,0
2886424,2015-11-18 18:55:31.000000,0,3,0,0,0
941313,2012-09-29 13:24:57.000000,2,1,0,0,0
860273,2012-08-27 12:11:07.000000,0,1,0,0,0
909305,2012-09-14 00:19:03.000000,0,1,0,0,0
906679,2012-09-13 13:34:47.000000,0,1,0,0,0
878470,2012-09-06 11:33:45.000000,1,0,0,0,0
859729,2012-08-27 00:29:02.000000,0,1,0,0,0
878938,2012-09-06 11:40:20.000000,0,2,0,0,3
921358,2012-09-25 12:34:29.000000,3,0,0,0,0
930023,2012-09-29 11:36:15.000000,0,1,0,0,0
971237,2012-09-29 18:09:20.000000,10,0,0,0,0
932813,2012-09-29 12:11:03.000000,15,6,0,0,0
935867,2012-09-29 12:35:48.000000,0,1,0,0,0
932184,2012-09-29 12:06:19.000000,1,0,0,0,0
932864,2012-09-29 12:11:27.000000,1,0,0,0,0
931465,2012-09-29 11:58:20.000000,0,1,0,0,0
963924,2012-09-29 16:30:58.000000,1,0,0,0,1
980474,2012-09-29 21:41:04.000000,0,2,0,0,0
980913,2012-09-29 21:54:15.000000,2,1,0,0,0
864933,2012-08-30 13:43:43.000000,0,1,1,0,1
877902,2012-09-06 11:27:16.000000,0,1,0,0,0
884991,2012-09-06 16:58:27.000000,0,4,0,0,2
881465,2012-09-06 12:41:20.000000,6,0,0,0,5
862016,2012-08-28 11:05:20.000000,0,1,0,0,2
882919,2012-09-06 13:53:38.000000,1,1,0,0,0
890364,2012-09-07 16:31:33.000000,0,1,0,0,0
882626,2012-09-06 13:35:31.000000,1,1,1,0,7
883387,2012-09-06 14:26:24.000000,0,2,0,0,11
901016,2012-09-10 22:54:05.000000,0,1,0,0,3
900741,2012-09-10 21:39:04.000000,1,0,0,0,0
877466,2012-09-06 11:20:08.000000,2,1,2,0,0
889153,2012-09-07 10:21:34.000000,0,1,0,0,0
909822,2012-09-14 09:21:16.000000,1,1,1,0,0
860308,2012-08-27 12:25:04.000000,0,1,0,0,0
861443,2012-08-28 00:44:34.000000,0,1,0,0,0
862085,2012-08-28 11:18:36.000000,0,2,1,0,4
862410,2012-08-28 12:42:45.000000,1,12,1,3,6
867554,2012-09-02 14:49:15.000000,0,2,2,2,3
877877,2012-09-06 11:26:59.000000,0,2,1,0,0
884662,2012-09-06 16:24:03.000000,0,1,2,2,2
919130,2012-09-20 10:33:53.000000,0,1,0,0,0
913867,2012-09-17 07:55:26.000000,2,3,0,0,0
922883,2012-09-27 10:25:48.000000,0,2,1,0,8
917074,2012-09-17 21:28:31.000000,0,3,1,0,2
945931,2012-09-29 14:06:15.000000,1,0,0,0,0
954566,2012-09-29 15:11:52.000000,0,1,0,0,0
963280,2012-09-29 16:23:51.000000,1,2,2,0,2
926205,2012-09-28 18:53:54.000000,1,2,1,0,11
930379,2012-09-29 11:40:59.000000,1,1,1,0,0
936234,2012-09-29 12:39:08.000000,1,2,0,0,0
924923,2012-09-28 12:52:42.000000,0,2,2,0,12
955059,2012-09-29 15:15:20.000000,3,4,5,0,18
961044,2012-09-29 16:01:19.000000,1,2,0,0,0
962531,2012-09-29 16:16:14.000000,5,6,1,0,7
961607,2012-09-29 16:06:57.000000,2,2,0,0,0
972709,2012-09-29 18:35:04.000000,0,1,0,0,5
944625,2012-09-29 13:54:48.000000,0,3,2,0,0
943863,2012-09-29 13:47:19.000000,1,0,0,0,0
926383,2012-09-28 21:25:57.000000,0,1,0,0,0
925332,2012-09-28 13:41:51.000000,1,0,0,0,0
943024,2012-09-29 13:39:39.000000,3,3,0,0,4
925126,2012-09-28 13:13:22.000000,0,1,0,0,0
928719,2012-09-29 11:22:39.000000,0,1,1,3,3
932647,2012-09-29 12:09:51.000000,1,4,1,2,1
951496,2012-09-29 14:48:45.000000,4,1,2,1,9
972578,2012-09-29 18:32:58.000000,0,1,1,0,0
958674,2012-09-29 15:40:20.000000,0,1,0,0,2
971871,2012-09-29 18:20:23.000000,1,1,0,0,0
893341,2012-09-09 22:35:06.000000,1,3,0,0,0
